Transaction_ID,Date,Region,Country,Drug_Name,Therapy_Area,Hospital,Doctor_Segment,Sales_Representative,Units_Sold,Revenue,Discount,Manufacturing_Cost,Profit,Marketing_Spend,Inventory,Customer_Type,Quarter,Month
TXN000546,2024-09-08,South,Brazil,Ozempic,Diabetes,Mercy General,Medium Prescriber,Rep_025,258,106514.7,6852.24,29179.63,70482.83,7259.98,13,Online Pharmacy,Q3,September
TXN000547,2023-09-27,North,USA,Avastin,Oncology,Apollo Hospital,Low Prescriber,Rep_004,118,40246.74,7244.41,12011.99,20990.34,3037.41,284,Retail Pharmacy,Q3,September
TXN000548,2023-11-20,North,USA,Eliquis,Cardiology,Apollo Hospital,Low Prescriber,Rep_013,447,236039.9,42487.18,85291.09,108261.63,15176.83,201,Online Pharmacy,Q4,November
TXN000549,2024-08-22,North,USA,Keytruda,Oncology,Sunrise Clinic,Non-Prescriber,Rep_010,74,58899.98,10602.0,20402.79,27895.19,3849.72,253,Government,Q3,August
TXN000550,2025-01-12,South,Brazil,Trulicity,Diabetes,Sunrise Clinic,Low Prescriber,Rep_010,279,15867.89,699.74,7010.51,8157.64,901.36,167,Retail Pharmacy,Q1,January
TXN000551,2024-07-02,Central,UAE,Entresto,Cardiology,Apollo Hospital,Low Prescriber,Rep_040,191,83627.14,7824.65,34360.29,41442.2,2002.85,361,Online Pharmacy,Q3,July
TXN000552,2024-11-03,West,Germany,Entresto,Cardiology,Metro Health,Medium Prescriber,Rep_039,301,77840.93,4103.42,34174.07,39563.44,2877.0,257,Government,Q4,November
TXN000553,2023-12-31,South,Brazil,Aduhelm,Neurology,City Medical Center,Low Prescriber,Rep_032,393,298417.62,11721.9,120839.62,165856.1,10709.9,470,Retail Pharmacy,Q4,December
TXN000554,2024-02-16,East,India,Avastin,Oncology,Apollo Hospital,High Prescriber,Rep_037,390,279889.55,13693.43,116028.79,150167.33,14302.2,257,Online Pharmacy,Q1,February
TXN000555,2025-10-11,West,Germany,Eliquis,Cardiology,City Medical Center,Low Prescriber,Rep_021,507,75556.38,6266.37,23058.72,46231.29,5613.67,418,Government,Q4,October
TXN000556,2024-01-11,South,Brazil,Keytruda,Oncology,Apollo Hospital,Medium Prescriber,Rep_025,128,44586.24,2351.0,19898.37,22336.87,1252.2,191,Government,Q1,January
TXN000557,2024-03-08,South,Brazil,Keytruda,Oncology,Cleveland Partners,Low Prescriber,Rep_015,288,178003.82,14779.37,73329.4,89895.05,13029.33,168,Online Pharmacy,Q1,March
TXN000558,2025-09-12,North,USA,Nurtec,Neurology,Sunrise Clinic,Low Prescriber,Rep_019,196,21962.53,3953.26,9510.14,8499.13,825.81,270,Government,Q3,September
TXN000559,2025-11-12,South,Brazil,Shingrix,Vaccines,Mercy General,Low Prescriber,Rep_013,246,125150.47,8710.76,49176.68,67263.03,9544.26,460,Government,Q4,November
TXN000560,2023-03-14,East,India,Comirnaty,Vaccines,St. Luke's,High Prescriber,Rep_031,85,40554.13,2190.82,14693.45,23669.86,989.06,394,Online Pharmacy,Q1,March
TXN000561,2025-02-20,South,Brazil,Nurtec,Neurology,City Medical Center,Low Prescriber,Rep_015,185,134899.52,5177.87,48076.38,81645.27,5000.82,71,Retail Pharmacy,Q1,February
TXN000562,2025-01-16,North,USA,Keytruda,Oncology,Sunrise Clinic,Medium Prescriber,Rep_021,551,401108.6,72199.55,126001.27,202907.78,21315.02,72,Hospital,Q1,January
TXN000563,2024-09-21,West,Germany,Keytruda,Oncology,St. Luke's,Non-Prescriber,Rep_032,77,8450.01,282.23,2869.55,5298.23,394.94,453,Retail Pharmacy,Q3,September
TXN000564,2024-05-12,North,USA,Opdivo,Oncology,Mercy General,Medium Prescriber,Rep_013,151,56426.93,10156.85,22724.29,23545.79,4489.09,346,Government,Q2,May
TXN000565,2024-07-22,Central,UAE,Eliquis,Cardiology,St. Luke's,Medium Prescriber,Rep_003,80,54547.85,4394.71,14487.84,35665.3,1438.31,271,Hospital,Q3,July
TXN000566,2025-10-22,East,India,Opdivo,Oncology,St. Luke's,Low Prescriber,Rep_004,263,137499.88,6944.4,44647.32,85908.16,8277.24,82,Hospital,Q4,October
TXN000567,2024-02-21,North,USA,Prevnar,Vaccines,Mercy General,Medium Prescriber,Rep_012,148,117217.8,21099.2,30225.59,65893.01,6950.36,249,Hospital,Q1,February
TXN000568,2024-06-22,East,India,Brilinta,Cardiology,City Medical Center,High Prescriber,Rep_035,107,58442.68,2720.13,15754.48,39968.07,3189.19,299,Hospital,Q2,June
TXN000569,2025-09-13,North,USA,Prevnar,Vaccines,Metro Health,Medium Prescriber,Rep_027,218,68092.85,12256.71,22808.77,33027.37,1885.57,105,Hospital,Q3,September
TXN000570,2023-12-02,East,India,Avastin,Oncology,Sunrise Clinic,Non-Prescriber,Rep_028,116,12411.44,962.07,3539.95,7909.42,781.96,367,Hospital,Q4,December
TXN000571,2024-11-10,East,India,Entresto,Cardiology,St. Luke's,High Prescriber,Rep_017,203,38937.07,3623.62,14984.44,20329.01,2258.2,94,Government,Q4,November
TXN000572,2023-01-07,North,USA,Eliquis,Cardiology,St. Luke's,Medium Prescriber,Rep_011,52,19408.34,3493.5,5530.55,10384.29,1537.65,302,Government,Q1,January
TXN000573,2025-02-04,North,USA,Comirnaty,Vaccines,City Medical Center,High Prescriber,Rep_026,575,378174.25,68071.36,135127.57,174975.32,13876.36,77,Retail Pharmacy,Q1,February
TXN000574,2024-08-29,East,India,Keytruda,Oncology,Sunrise Clinic,High Prescriber,Rep_017,123,49418.94,3227.54,18137.52,28053.88,2510.0,273,Government,Q3,August
TXN000575,2024-06-16,South,Brazil,Eliquis,Cardiology,Apollo Hospital,Medium Prescriber,Rep_028,354,97048.18,4222.46,26517.07,66308.65,5529.34,249,Hospital,Q2,June
TXN000576,2025-02-23,North,USA,Brilinta,Cardiology,Cleveland Partners,Medium Prescriber,Rep_031,152,13882.5,2498.85,5935.8,5447.85,863.21,147,Government,Q1,February
TXN000577,2024-04-11,North,USA,Ozempic,Diabetes,Metro Health,Non-Prescriber,Rep_003,170,90006.02,16201.08,23854.17,49950.77,2524.86,27,Government,Q2,April
TXN000578,2023-08-01,East,India,Keytruda,Oncology,City Medical Center,High Prescriber,Rep_019,110,43338.62,3353.91,15144.6,24840.11,1111.18,180,Retail Pharmacy,Q3,August
TXN000579,2025-06-09,South,Brazil,Eliquis,Cardiology,Metro Health,Low Prescriber,Rep_016,119,80618.35,6091.13,30057.24,44469.98,3228.65,418,Government,Q2,June
TXN000580,2024-04-16,East,India,Eliquis,Cardiology,Sunrise Clinic,High Prescriber,Rep_032,115,80921.35,4958.19,25781.0,50182.16,2289.65,247,Hospital,Q2,April
TXN000581,2023-03-08,East,India,Eliquis,Cardiology,Cleveland Partners,Non-Prescriber,Rep_015,266,67505.65,3030.39,25025.5,39449.76,3389.94,440,Online Pharmacy,Q1,March
TXN000582,2024-09-25,East,India,Comirnaty,Vaccines,Cleveland Partners,High Prescriber,Rep_026,276,99704.54,5272.97,37024.07,57407.5,7560.29,426,Government,Q3,September
TXN000583,2023-01-12,South,Brazil,Opdivo,Oncology,St. Luke's,High Prescriber,Rep_024,285,168397.79,12805.85,74401.93,81190.01,12775.57,405,Hospital,Q1,January
TXN000584,2025-11-10,East,India,Herceptin,Oncology,Apollo Hospital,Non-Prescriber,Rep_037,324,70773.52,4601.26,29589.6,36582.66,4393.45,405,Hospital,Q4,November
TXN000585,2025-11-09,North,USA,Trulicity,Diabetes,Sunrise Clinic,High Prescriber,Rep_033,324,245998.67,44279.76,81618.78,120100.13,14690.6,259,Government,Q4,November
TXN000586,2025-11-26,East,India,Entresto,Cardiology,Metro Health,Non-Prescriber,Rep_022,185,109235.51,7102.64,46842.36,55290.51,8213.66,74,Retail Pharmacy,Q4,November
TXN000587,2024-06-28,South,Brazil,Entresto,Cardiology,Mercy General,Low Prescriber,Rep_017,255,188057.99,14928.94,72281.19,100847.86,8210.7,50,Online Pharmacy,Q2,June
TXN000588,2025-11-22,East,India,Entresto,Cardiology,City Medical Center,Medium Prescriber,Rep_008,129,25027.57,2222.45,9885.45,12919.67,1844.17,102,Government,Q4,November
TXN000589,2024-11-10,North,USA,Nurtec,Neurology,Sunrise Clinic,Medium Prescriber,Rep_007,269,197938.62,35628.95,82763.39,79546.28,14025.62,397,Retail Pharmacy,Q4,November
TXN000590,2024-07-03,South,Brazil,Keytruda,Oncology,Cleveland Partners,Non-Prescriber,Rep_005,157,12451.52,930.1,3238.88,8282.54,941.05,482,Online Pharmacy,Q3,July
TXN000591,2024-01-28,North,USA,Aduhelm,Neurology,Metro Health,Low Prescriber,Rep_023,339,141177.8,25412.0,52326.76,63439.04,5581.45,492,Government,Q1,January
TXN000592,2024-04-17,South,Brazil,Nurtec,Neurology,Metro Health,Non-Prescriber,Rep_009,232,19649.57,1078.84,5749.05,12821.68,1284.26,338,Online Pharmacy,Q2,April
TXN000593,2023-05-03,East,India,Keytruda,Oncology,Cleveland Partners,High Prescriber,Rep_017,299,165059.68,10463.04,62467.77,92128.87,3681.11,329,Retail Pharmacy,Q2,May
TXN000594,2023-08-01,South,Brazil,Avastin,Oncology,City Medical Center,Medium Prescriber,Rep_036,249,175103.2,9449.16,70733.72,94920.32,9399.78,447,Retail Pharmacy,Q3,August
TXN000595,2025-02-07,Central,UAE,Eliquis,Cardiology,Mercy General,High Prescriber,Rep_010,676,81284.33,6808.88,32468.61,42006.84,3145.88,187,Online Pharmacy,Q1,February
TXN000596,2023-05-23,Central,UAE,Avastin,Oncology,Cleveland Partners,High Prescriber,Rep_014,275,109022.07,9717.73,46826.34,52478.0,3911.6,370,Government,Q2,May
TXN000597,2023-12-05,East,India,Nurtec,Neurology,Sunrise Clinic,High Prescriber,Rep_023,398,270874.34,8760.04,87587.33,174526.97,9270.46,251,Government,Q4,December
TXN000598,2023-01-19,East,India,Keytruda,Oncology,Mercy General,Low Prescriber,Rep_008,233,30808.94,2147.15,13422.44,15239.35,717.45,239,Retail Pharmacy,Q1,January
TXN000599,2025-06-16,North,USA,Opdivo,Oncology,Cleveland Partners,Non-Prescriber,Rep_026,275,56784.46,10221.2,21751.55,24811.71,1403.82,321,Government,Q2,June
TXN000600,2025-03-03,South,Brazil,Eliquis,Cardiology,Sunrise Clinic,Non-Prescriber,Rep_038,194,11698.18,1105.47,3225.48,7367.23,546.85,416,Hospital,Q1,March
TXN000601,2024-03-20,East,India,Aduhelm,Neurology,St. Luke's,Non-Prescriber,Rep_022,415,45945.59,3234.66,20089.62,22621.31,3308.15,492,Government,Q1,March
TXN000602,2025-04-09,West,Germany,Nurtec,Neurology,Cleveland Partners,Low Prescriber,Rep_035,632,438252.69,22306.34,190529.75,225416.6,14807.85,387,Hospital,Q2,April
TXN000603,2024-11-14,East,India,Eliquis,Cardiology,City Medical Center,Low Prescriber,Rep_035,64,4370.77,309.01,1572.54,2489.22,144.93,242,Online Pharmacy,Q4,November
TXN000604,2025-09-09,Central,UAE,Avastin,Oncology,Cleveland Partners,Low Prescriber,Rep_028,201,15751.39,608.22,7045.12,8098.05,612.93,101,Online Pharmacy,Q3,September
TXN000605,2025-07-10,Central,UAE,Herceptin,Oncology,St. Luke's,High Prescriber,Rep_034,214,93509.31,4464.56,40967.13,48077.62,6953.04,305,Government,Q3,July
TXN000606,2023-03-17,West,Germany,Brilinta,Cardiology,Apollo Hospital,Medium Prescriber,Rep_038,139,41972.39,2906.53,11291.05,27774.81,1344.3,236,Hospital,Q1,March
TXN000607,2023-11-16,North,USA,Eliquis,Cardiology,City Medical Center,Medium Prescriber,Rep_016,292,110852.2,19953.4,29203.8,61695.0,5307.75,419,Retail Pharmacy,Q4,November
TXN000608,2023-10-25,North,USA,Opdivo,Oncology,Sunrise Clinic,High Prescriber,Rep_040,155,99617.71,17931.19,30796.87,50889.65,4954.91,239,Hospital,Q4,October
TXN000609,2024-08-14,Central,UAE,Brilinta,Cardiology,St. Luke's,Non-Prescriber,Rep_007,201,66528.37,2847.78,22354.27,41326.32,5260.17,183,Hospital,Q3,August
TXN000610,2024-01-03,South,Brazil,Nurtec,Neurology,Apollo Hospital,Low Prescriber,Rep_031,200,107083.34,3548.08,27928.36,75606.9,5079.37,297,Hospital,Q1,January
TXN000611,2025-05-28,West,Germany,Herceptin,Oncology,Metro Health,High Prescriber,Rep_012,749,192063.88,6772.97,75203.92,110086.99,9407.43,453,Government,Q2,May
TXN000612,2023-11-03,South,Brazil,Eliquis,Cardiology,Sunrise Clinic,Low Prescriber,Rep_028,137,84836.81,5387.57,21966.99,57482.25,3272.46,181,Government,Q4,November
TXN000613,2023-07-14,West,Germany,Nurtec,Neurology,Sunrise Clinic,Non-Prescriber,Rep_031,389,243799.97,14938.57,84004.97,144856.43,14290.23,98,Online Pharmacy,Q3,July
TXN000614,2023-02-05,North,USA,Keytruda,Oncology,Apollo Hospital,High Prescriber,Rep_023,152,19661.24,3539.02,7386.9,8735.32,505.34,92,Hospital,Q1,February
TXN000615,2024-03-14,Central,UAE,Keytruda,Oncology,Mercy General,High Prescriber,Rep_030,214,153359.22,5119.55,55615.9,92623.77,9028.16,144,Online Pharmacy,Q1,March
TXN000616,2024-11-06,West,Germany,Comirnaty,Vaccines,Sunrise Clinic,Non-Prescriber,Rep_007,144,15729.9,1235.28,6401.2,8093.42,1094.6,461,Retail Pharmacy,Q4,November
TXN000617,2025-01-25,North,USA,Ozempic,Diabetes,St. Luke's,Low Prescriber,Rep_007,376,84789.49,15262.11,22628.41,46898.97,3014.51,5,Hospital,Q1,January
TXN000618,2023-12-28,South,Brazil,Eliquis,Cardiology,St. Luke's,High Prescriber,Rep_029,410,267953.24,19583.19,107383.9,140986.15,12549.01,189,Government,Q4,December
TXN000619,2024-07-06,North,USA,Nurtec,Neurology,Sunrise Clinic,High Prescriber,Rep_020,267,125461.04,22582.99,55481.84,47396.21,7232.05,166,Hospital,Q3,July
TXN000620,2023-09-30,West,Germany,Aduhelm,Neurology,City Medical Center,Medium Prescriber,Rep_014,196,93365.41,5178.12,37468.26,50719.03,3309.05,362,Online Pharmacy,Q3,September
TXN000621,2023-05-08,West,Germany,Entresto,Cardiology,Cleveland Partners,High Prescriber,Rep_034,195,76487.67,7081.72,26738.09,42667.86,5393.03,410,Hospital,Q2,May
TXN000622,2025-04-17,North,USA,Trulicity,Diabetes,Cleveland Partners,Medium Prescriber,Rep_003,523,265778.48,47840.13,86548.46,131389.89,17975.59,443,Retail Pharmacy,Q2,April
TXN000623,2023-01-12,North,USA,Trulicity,Diabetes,Sunrise Clinic,Low Prescriber,Rep_001,195,139599.43,25127.9,37755.06,76716.47,9024.77,412,Online Pharmacy,Q1,January
TXN000624,2025-11-14,West,Germany,Brilinta,Cardiology,Cleveland Partners,High Prescriber,Rep_022,173,126935.12,9605.68,51378.28,65951.16,5268.03,132,Online Pharmacy,Q4,November
TXN000625,2023-06-24,Central,UAE,Avastin,Oncology,Cleveland Partners,Low Prescriber,Rep_023,197,76207.98,5330.48,25691.07,45186.43,3421.04,379,Hospital,Q2,June
TXN000626,2025-02-21,North,USA,Nurtec,Neurology,Mercy General,Non-Prescriber,Rep_036,230,175623.86,31612.29,56602.35,87409.22,11707.23,382,Online Pharmacy,Q1,February
TXN000627,2023-03-15,East,India,Entresto,Cardiology,St. Luke's,High Prescriber,Rep_001,152,33859.08,2345.43,9375.51,22138.14,1327.65,461,Online Pharmacy,Q1,March
TXN000628,2025-01-16,West,Germany,Shingrix,Vaccines,Metro Health,Medium Prescriber,Rep_016,174,87571.68,3844.22,30559.51,53167.95,5651.75,396,Retail Pharmacy,Q1,January
TXN000629,2025-04-15,Central,UAE,Vyepti,Neurology,Mercy General,Non-Prescriber,Rep_025,418,74731.08,5013.59,23016.98,46700.51,4314.55,103,Government,Q2,April
TXN000630,2025-06-07,North,USA,Opdivo,Oncology,Cleveland Partners,Non-Prescriber,Rep_022,155,34907.05,6283.27,14160.9,14462.88,1972.75,486,Hospital,Q2,June
TXN000631,2023-05-18,South,Brazil,Aduhelm,Neurology,City Medical Center,Low Prescriber,Rep_025,189,14582.38,1000.06,5712.45,7869.87,391.77,187,Government,Q2,May
TXN000632,2024-11-21,East,India,Trulicity,Diabetes,St. Luke's,High Prescriber,Rep_031,332,193889.98,11041.47,64072.68,118775.83,12990.13,483,Hospital,Q4,November
TXN000633,2023-02-23,South,Brazil,Brilinta,Cardiology,Apollo Hospital,High Prescriber,Rep_006,228,44709.74,3895.22,18353.89,22460.63,2198.98,184,Hospital,Q1,February
TXN000634,2024-04-16,North,USA,Aduhelm,Neurology,Apollo Hospital,High Prescriber,Rep_007,211,11624.23,2092.36,3261.63,6270.24,280.6,498,Hospital,Q2,April
TXN000635,2025-04-17,Central,UAE,Entresto,Cardiology,City Medical Center,Non-Prescriber,Rep_006,115,38334.98,1999.86,14776.63,21558.49,1432.77,309,Government,Q2,April
TXN000636,2023-07-21,South,Brazil,Comirnaty,Vaccines,Apollo Hospital,Low Prescriber,Rep_016,109,26303.38,1023.0,6883.79,18396.59,1008.07,120,Hospital,Q3,July
TXN000637,2024-12-23,Central,UAE,Vyepti,Neurology,City Medical Center,High Prescriber,Rep_015,132,92856.42,4037.46,25027.01,63791.95,6859.09,207,Retail Pharmacy,Q4,December
TXN000638,2023-05-29,South,Brazil,Avastin,Oncology,Metro Health,Non-Prescriber,Rep_022,125,36648.52,1384.3,12407.47,22856.75,1289.85,459,Retail Pharmacy,Q2,May
TXN000639,2025-06-27,North,USA,Avastin,Oncology,Apollo Hospital,Non-Prescriber,Rep_030,538,296359.81,53344.77,76496.16,166518.88,12875.41,405,Retail Pharmacy,Q2,June
TXN000640,2025-03-26,North,USA,Avastin,Oncology,Sunrise Clinic,Low Prescriber,Rep_012,220,172869.87,31116.58,64435.79,77317.5,11688.12,88,Online Pharmacy,Q1,March
TXN000641,2023-06-16,North,USA,Opdivo,Oncology,Cleveland Partners,High Prescriber,Rep_036,158,15332.58,2759.86,6333.85,6238.87,761.8,110,Online Pharmacy,Q2,June
TXN000642,2024-10-10,North,USA,Keytruda,Oncology,Metro Health,Medium Prescriber,Rep_011,524,96663.42,17399.42,28530.46,50733.54,2079.07,375,Hospital,Q4,October
TXN000643,2023-09-12,South,Brazil,Keytruda,Oncology,Metro Health,Medium Prescriber,Rep_039,55,6598.54,438.55,2753.42,3406.57,460.65,480,Retail Pharmacy,Q3,September
TXN000644,2025-10-25,North,USA,Nurtec,Neurology,City Medical Center,Low Prescriber,Rep_018,88,17675.01,3181.5,5050.21,9443.3,711.68,238,Retail Pharmacy,Q4,October
TXN000645,2023-11-07,North,USA,Vyepti,Neurology,Cleveland Partners,Non-Prescriber,Rep_040,148,86396.71,15551.41,25243.86,45601.44,5214.16,366,Government,Q4,November
TXN000646,2023-06-19,North,USA,Keytruda,Oncology,Mercy General,Medium Prescriber,Rep_027,116,46033.74,8286.07,20171.67,17576.0,2264.05,258,Online Pharmacy,Q2,June
TXN000647,2024-01-03,South,Brazil,Prevnar,Vaccines,City Medical Center,High Prescriber,Rep_029,536,46608.01,4179.37,16763.98,25664.66,1483.94,192,Retail Pharmacy,Q1,January
TXN000648,2025-08-05,East,India,Comirnaty,Vaccines,Sunrise Clinic,Medium Prescriber,Rep_001,174,90415.72,7167.61,34372.49,48875.62,7058.91,438,Hospital,Q3,August
TXN000649,2024-04-10,South,Brazil,Brilinta,Cardiology,City Medical Center,Low Prescriber,Rep_012,90,19811.5,1392.45,6630.67,11788.38,1008.32,126,Hospital,Q2,April
TXN000650,2023-06-28,North,USA,Eliquis,Cardiology,City Medical Center,Non-Prescriber,Rep_038,347,216885.04,39039.31,96277.74,81567.99,14048.79,129,Online Pharmacy,Q2,June
TXN000651,2024-03-13,South,Brazil,Trulicity,Diabetes,Metro Health,Low Prescriber,Rep_001,264,103187.58,4607.34,25873.66,72706.58,3558.98,279,Online Pharmacy,Q1,March
TXN000652,2024-12-31,Central,UAE,Brilinta,Cardiology,Cleveland Partners,Non-Prescriber,Rep_014,322,27681.79,2332.98,10079.95,15268.86,1817.1,117,Online Pharmacy,Q4,December
TXN000653,2024-04-28,North,USA,Herceptin,Oncology,Mercy General,Non-Prescriber,Rep_032,368,258935.99,46608.48,66307.27,146020.24,16252.18,70,Online Pharmacy,Q2,April
TXN000654,2024-10-01,South,Brazil,Avastin,Oncology,St. Luke's,High Prescriber,Rep_033,116,64025.37,2242.62,25575.78,36206.97,1484.28,294,Retail Pharmacy,Q4,October
TXN000655,2024-08-14,Central,UAE,Keytruda,Oncology,Mercy General,Non-Prescriber,Rep_008,251,150101.28,14148.66,64899.97,71052.65,9657.03,139,Hospital,Q3,August
TXN000656,2024-05-17,Central,UAE,Comirnaty,Vaccines,Sunrise Clinic,High Prescriber,Rep_018,205,156822.96,5814.4,48892.61,102115.95,8888.95,483,Online Pharmacy,Q2,May
TXN000657,2025-08-12,South,Brazil,Avastin,Oncology,Sunrise Clinic,Non-Prescriber,Rep_013,172,92921.69,9007.41,23286.56,60627.72,3240.73,467,Government,Q3,August
TXN000658,2024-05-03,West,Germany,Keytruda,Oncology,City Medical Center,High Prescriber,Rep_034,264,49081.17,4256.38,13595.86,31228.93,2361.74,472,Online Pharmacy,Q2,May
TXN000659,2023-09-16,South,Brazil,Keytruda,Oncology,Metro Health,Non-Prescriber,Rep_017,67,52204.54,2126.58,20707.74,29370.22,1045.38,318,Hospital,Q3,September
TXN000660,2025-11-28,Central,UAE,Brilinta,Cardiology,City Medical Center,Non-Prescriber,Rep_021,170,40655.81,3940.13,17671.45,19044.23,1928.67,430,Hospital,Q4,November
TXN000661,2024-06-16,South,Brazil,Eliquis,Cardiology,Cleveland Partners,Medium Prescriber,Rep_004,352,22360.45,1542.72,9111.21,11706.52,1173.48,195,Hospital,Q2,June
TXN000662,2024-04-30,South,Brazil,Ozempic,Diabetes,Apollo Hospital,High Prescriber,Rep_015,451,245509.36,14206.11,86597.7,144705.55,16739.5,18,Hospital,Q2,April
TXN000663,2023-09-28,North,USA,Aduhelm,Neurology,Sunrise Clinic,High Prescriber,Rep_007,348,172357.21,31024.3,69702.35,71630.56,12012.05,126,Hospital,Q3,September
TXN000664,2023-09-12,Central,UAE,Trulicity,Diabetes,Cleveland Partners,Medium Prescriber,Rep_018,111,38281.44,2187.54,11766.7,24327.2,1382.53,437,Online Pharmacy,Q3,September
TXN000665,2024-08-16,South,Brazil,Opdivo,Oncology,Sunrise Clinic,Low Prescriber,Rep_019,237,94245.63,5930.19,40027.54,48287.9,6198.34,280,Online Pharmacy,Q3,August
TXN000666,2025-12-04,North,USA,Brilinta,Cardiology,City Medical Center,Low Prescriber,Rep_026,295,134853.65,24273.66,47998.31,62581.68,5510.96,284,Hospital,Q4,December
TXN000667,2023-11-24,West,Germany,Jardiance,Diabetes,Mercy General,Medium Prescriber,Rep_019,55,13057.03,976.9,5555.74,6524.39,588.71,459,Retail Pharmacy,Q4,November
TXN000668,2023-01-27,South,Brazil,Shingrix,Vaccines,St. Luke's,Non-Prescriber,Rep_034,111,59165.2,2198.32,24784.56,32182.32,3250.62,493,Online Pharmacy,Q1,January
TXN000669,2025-08-25,North,USA,Trulicity,Diabetes,City Medical Center,Low Prescriber,Rep_010,354,26939.19,4849.05,8939.77,13150.37,1006.22,414,Government,Q3,August
TXN000670,2023-05-12,East,India,Nurtec,Neurology,Apollo Hospital,High Prescriber,Rep_011,349,157798.33,9695.19,53339.65,94763.49,4018.85,373,Online Pharmacy,Q2,May
TXN000671,2023-06-11,South,Brazil,Opdivo,Oncology,Cleveland Partners,Non-Prescriber,Rep_008,121,41878.17,4050.99,14532.83,23294.35,3284.37,53,Retail Pharmacy,Q2,June
TXN000672,2024-06-18,East,India,Nurtec,Neurology,Sunrise Clinic,Non-Prescriber,Rep_031,43,4201.39,191.06,1480.94,2529.39,221.64,65,Retail Pharmacy,Q2,June
TXN000673,2024-08-21,East,India,Herceptin,Oncology,Apollo Hospital,Medium Prescriber,Rep_040,235,114941.9,5987.98,30734.07,78219.85,3836.42,134,Hospital,Q3,August
TXN000674,2024-03-30,North,USA,Opdivo,Oncology,Metro Health,High Prescriber,Rep_033,137,55262.98,9947.34,20153.32,25162.32,4181.97,422,Retail Pharmacy,Q1,March
TXN000675,2023-03-27,West,Germany,Prevnar,Vaccines,Mercy General,Non-Prescriber,Rep_028,237,63308.25,4842.37,21228.42,37237.46,4643.48,430,Hospital,Q1,March
TXN000676,2025-06-16,Central,UAE,Ozempic,Diabetes,St. Luke's,Non-Prescriber,Rep_011,215,73400.65,6650.17,28984.78,37765.7,3246.41,12,Hospital,Q2,June
TXN000677,2025-12-30,North,USA,Ozempic,Diabetes,Sunrise Clinic,Medium Prescriber,Rep_012,48,17740.15,3193.23,5455.29,9091.63,525.45,14,Online Pharmacy,Q4,December
TXN000678,2024-08-01,East,India,Ozempic,Diabetes,Metro Health,Medium Prescriber,Rep_003,116,67385.62,5549.52,19500.5,42335.6,4490.43,34,Online Pharmacy,Q3,August
TXN000679,2024-07-12,South,Brazil,Vyepti,Neurology,Mercy General,High Prescriber,Rep_021,222,52546.68,3747.98,13873.56,34925.14,1133.85,167,Government,Q3,July
TXN000680,2025-10-26,North,USA,Brilinta,Cardiology,St. Luke's,Medium Prescriber,Rep_026,204,159174.9,28651.48,47136.1,83387.32,10564.83,202,Hospital,Q4,October
TXN000681,2024-09-09,East,India,Brilinta,Cardiology,St. Luke's,Non-Prescriber,Rep_018,159,114775.59,3907.55,31922.61,78945.43,7230.62,246,Hospital,Q3,September
TXN000682,2024-09-06,North,USA,Jardiance,Diabetes,St. Luke's,Non-Prescriber,Rep_016,215,121472.38,21865.03,50808.42,48798.93,5453.0,395,Hospital,Q3,September
TXN000683,2023-10-16,East,India,Opdivo,Oncology,Sunrise Clinic,Medium Prescriber,Rep_038,140,39974.62,2485.3,11886.96,25602.36,2304.1,185,Retail Pharmacy,Q4,October
TXN000684,2023-07-17,South,Brazil,Eliquis,Cardiology,Cleveland Partners,Low Prescriber,Rep_013,164,79960.91,2743.38,30471.75,46745.78,1638.87,400,Hospital,Q3,July
TXN000685,2024-04-22,West,Germany,Ozempic,Diabetes,Mercy General,High Prescriber,Rep_024,225,178690.82,13523.85,46863.41,118303.56,9208.79,22,Online Pharmacy,Q2,April
TXN000686,2025-01-14,South,Brazil,Comirnaty,Vaccines,Cleveland Partners,Low Prescriber,Rep_008,228,52228.97,4621.72,21245.9,26361.35,3627.34,375,Government,Q1,January
TXN000687,2024-05-25,South,Brazil,Vyepti,Neurology,Cleveland Partners,Medium Prescriber,Rep_025,283,210407.2,7969.23,56594.67,145843.3,8412.18,218,Hospital,Q2,May
TXN000688,2024-01-11,Central,UAE,Entresto,Cardiology,Sunrise Clinic,Non-Prescriber,Rep_032,150,86038.15,4454.03,23224.52,58359.6,3127.32,424,Online Pharmacy,Q1,January
TXN000689,2025-04-25,North,USA,Keytruda,Oncology,City Medical Center,Medium Prescriber,Rep_030,281,47375.17,8527.53,15051.34,23796.3,1005.81,213,Hospital,Q2,April
TXN000690,2024-03-15,East,India,Entresto,Cardiology,Mercy General,High Prescriber,Rep_019,337,71352.95,2559.17,24729.43,44064.35,3627.93,423,Online Pharmacy,Q1,March
TXN000691,2023-01-25,East,India,Keytruda,Oncology,Apollo Hospital,Low Prescriber,Rep_034,172,85175.76,3534.19,23397.16,58244.41,6712.12,227,Retail Pharmacy,Q1,January
TXN000692,2023-02-09,East,India,Vyepti,Neurology,Metro Health,Medium Prescriber,Rep_023,246,138975.21,7734.25,55751.05,75489.91,10821.03,101,Online Pharmacy,Q1,February
TXN000693,2023-12-17,North,USA,Keytruda,Oncology,Cleveland Partners,Non-Prescriber,Rep_034,213,74320.91,13377.76,21109.08,39834.07,4883.87,398,Retail Pharmacy,Q4,December
